region,district,code,name,type,type_category,ownership_category,ownership_authority,status
Kagera,Muleba Dc,103106-1,KISHURO,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Kagera,Karagwe Dc,103105-3,KISHOJU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kagera,Bukoba Dc,103104-6,KISHOGO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Sengerema Dc,103102-0,KISHINDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Geita,Geita Dc,103101-2,KISHINDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Iramba Dc,103100-4,KISHARITA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Shinyanga,Kishapu Dc,103099-8,KISHAPU,Health Center,Kituo cha Afya,Public,LGA,Operating
Kagera,Bukoba Dc,103098-0,KISHANJE,Health Center,Kituo cha Afya,Public,LGA,Operating
Kagera,Muleba Dc,103097-2,KISHANDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dodoma,Kondoa Dc,103095-6,KISESE RHC,Health Center,Kituo cha Afya,Public,LGA,Operating
Mwanza,Magu Dc,103092-3,KISESA B,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Simiyu,Meatu Dc,103090-7,KISESA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Shinyanga,Kishapu Dc,103089-9,KISESA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Arusha Cc,103088-1,KISERIANI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Longido Dc,103087-3,KISERIAN,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Hai Dc,103086-5,KISERENY,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Morogoro,Morogoro Dc,103085-7,KISEMU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Ifakara Tc,103082-4,KISAWASAWA,Health Center,Kituo cha Afya,Private,Faith Based Organization (FBO),Operating
Njombe,Makete Dc,103081-6,KISASATU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Kigamboni Mc,103080-8,KISARAWE II,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kisarawe Dc,103079-0,KISARAWE,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Kilimanjaro,Mwanga Dc,103078-2,KISANGIRO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Kilwa Dc,103077-4,KISANGI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Mwanga Dc,103075-8,KISANGARA JUU RC,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Kilimanjaro,Mwanga Dc,103073-3,KISANGARA,Health Center,Kituo cha Afya,Public,LGA,Operating
Morogoro,Kilosa Dc,103072-5,KISANGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Iringa,Iringa Dc,103071-7,KISANGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Sikonge Dc,103070-9,KISANGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Iramba Dc,103069-1,KISANA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mbeya,Kyela Dc,103067-5,KISALE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Sumbawanga Dc,103066-7,Kisalala,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Morogoro Dc,103065-9,KISAKI GOMERO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Morogoro Dc,103064-2,KISAKI STATION,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Serengeti,103061-8,KISAKA GOVT,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mbeya,Rungwe Dc,103059-2,KISA,Health Center,Kituo cha Afya,Private,Faith Based Organization (FBO),Operating
Rukwa,Sumbawanga Dc,103058-4,Kisa,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Mwanga Dc,103057-6,KIRYA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Rombo Dc,103056-8,KIRWA MASHATI,Health Center,Kituo cha Afya,Public,LGA,Operating
Kagera,Ngara Dc,103055-0,KIRUSHYA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Monduli Dc,103054-3,KIRURUMO,Health Center,Kituo cha Afya,Private,Faith Based Organization (FBO),Operating
Kagera,Karagwe Dc,103053-5,KIRURUMA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Mwanga Dc,103052-7,MAGEREZA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Mwanga Dc,103051-9,KIRURU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kigoma,Buhigwe Dc,103050-1,KIRUNGU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Mkalama Dc,103049-3,KIRUMI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Ilemela Mc,103048-5,KIRUMBA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Moshi Dc,103047-7,KIRUA VUNJO,Health Center,Kituo cha Afya,Public,LGA,Operating
Manyara,Babati Dc,103046-9,KIRU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Mafia Dc,103045-1,Kirongwe,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Rombo Dc,103044-4,KIRONGO,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Kilimanjaro,Rombo Dc,103043-6,KIRONGO CHINI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Mwanga Dc,103042-8,KIRONGAYA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Bagamoyo Dc,103041-0,KIROMO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mtwara,Nanyamba Tc,103040-2,KIROMBA JUU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Rombo Dc,103039-4,KIROKOMU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Morogoro Dc,103038-6,KIROKA,Health Center,Kituo cha Afya,Public,LGA,Operating
Kilimanjaro,Moshi Dc,103035-2,KIRIMA,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Mara,Musoma Dc,103032-9,KIRIBA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Tanga Cc,103031-1,KIRARE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Arusha Cc,103029-5,KIRANYI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Kilwa Dc,103028-7,KIRANJERANJE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Nkasi Dc,103025-3,KIRANDO RUPP,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Rukwa,Nkasi Dc,103024-6,Kirando,Health Center,Kituo cha Afya,Public,LGA,Operating
Kigoma,Uvinza Dc,103023-8,KIRANDO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Rombo Dc,103022-0,KIRAENI RC,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Morogoro,Malinyi Dc,103020-4,KIPUTA,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Dar Es Salaam,Ilala Mc,103018-8,Kipunguni Relini,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Tanga,Pangani Dc,103017-0,KIPUMBWI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Liwale Dc,103016-2,KIPULE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Nzega Dc,103015-4,KIPUGULU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Rufiji Dc,103014-7,KIPUGIRA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Iringa,Iringa Dc,103013-9,KIPONZELO,Health Center,Kituo cha Afya,Public,LGA,Operating
Ruvuma,Mbinga Dc,103012-1,KIPOLOLO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Manyara,Kiteto Dc,103009-7,KIPOK,Dispensary,Zahanati (Dispensary),Private,NGOs,Operating
Njombe,Ludewa Dc,103008-9,KIPINGU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Kilwa Dc,103007-1,KIPINDIMBI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Nzega Dc,103006-3,KIPILIMKA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Nkasi Dc,103004-8,Kipili,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Sikonge Dc,103003-0,KIPILI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Sumbawanga Dc,103002-2,Kipeta,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Manyara,Kiteto Dc,103001-4,KIPERESA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Iringa,Iringa Dc,103000-6,KIPERA,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Njombe,Ludewa Dc,102999-0,KIPENGERE,Health Center,Kituo cha Afya,Private,Faith Based Organization (FBO),Operating
Lindi,Liwale Dc,102998-2,KIPELELE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Kilwa Dc,102997-4,ST. MARTINS,Hospital at District Level,Hospitali ya Wilaya,Private,Faith Based Organization (FBO),Operating
Dar Es Salaam,Ubungo Mc,102996-6,KIPASIKA HEALTH CARE,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Ruvuma,Mbinga Dc,102995-8,KIPAPA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Njombe,Ludewa Dc,102994-1,KIPANGALA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Iringa,Mufindi Dc,102993-3,KIPANGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Kalambo Dc,102992-5,KIPANGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Meru Dc,102990-9,KIPANDE NKOAVELE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Tabora Dc,102988-3,KIPALAPALA,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Manyara,Babati Dc,102987-5,KIONGOZI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibiti Dc,102986-7,KIONGORONI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,102985-9,KIONGERA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibiti Dc,102982-6,KIOMBONI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Arusha Cc,102981-8,KIOGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Kilwa Dc,102980-0,KINYONGA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Singida,Singida Dc,102979-2,KINYETO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Ilala Mc,102978-4,KINYEREZI,Health Center,Kituo cha Afya,Public,LGA,Operating
Dodoma,Kondoa Dc,102977-6,KINYASI VA,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Dodoma,Kondoa Dc,102976-8,Kinyasi,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Mkalama Dc,102975-0,KINYANGIRI,Health Center,Kituo cha Afya,Public,LGA,Operating
Kilimanjaro,Moshi Dc,102973-5,MSAE KINYAMVUO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dodoma,Chemba Dc,102972-7,KINYAMSHINDO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Mkalama Dc,102971-9,KINYAMBULI,Health Center,Kituo cha Afya,Public,LGA,Operating
Singida,Singida Dc,102970-1,KINYAGIGI,Health Center,Kituo cha Afya,Public,LGA,Operating
Tabora,Igunga Dc,102969-3,KINUNGU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Manyoni Dc,102968-5,KINTINKU,Health Center,Kituo cha Afya,Public,LGA,Operating
Singida,Itigi Dc,102967-7,KINTANULA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Ikungi Dc,102966-9,KINTANDAA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Morogoro Dc,102965-1,KINONKO JWTZ,Dispensary,Zahanati (Dispensary),Public,Military,Operating
Morogoro,Morogoro Dc,102964-4,KINONKO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kigoma,Kakonko Dc,102963-6,KINONKO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Morogoro Dc,102959-4,KINOLE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Kilwa Dc,102958-6,KINJUMBI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Igunga Dc,102957-8,KINING&#039;INILA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Lindi Dc,102956-0,KINGURUNDUNDWA,Dispensary,Zahanati (Dispensary),Public,Prisons,Operating
Coast,Rufiji Dc,102955-2,Kingupira,Dispensary,Zahanati (Dispensary),Public,Parastatal,Operating
Dar Es Salaam,Temeke Mc,102954-5,Kingugi,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Ilala Mc,102953-7,KINGS,Health Center,Kituo cha Afya,Private,Company/Business Name,Operating
Rukwa,Sumbawanga Dc,102951-1,KING&#039;OMBE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Morogoro Dc,102949-5,KINGOLWIRA,Health Center,Kituo cha Afya,Public,LGA,Operating
Ruvuma,Mbinga Dc,102948-7,KINGOLI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Nyasa Dc,102945-3,KINGERIKITI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dodoma,Kondoa Dc,102944-6,KINGALE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Rombo Dc,102943-8,KINGACHI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dodoma,Kondoa Dc,102942-0,King&#039;anng&#039;a,Dispensary,Zahanati (Dispensary),Public,Prisons,Operating
Mara,Rorya Dc,102941-2,KINESI,Health Center,Kituo cha Afya,Public,LGA,Operating
Lindi,Lindi Dc,102940-4,KINENG&#039;ENE,Health Center,Kituo cha Afya,Public,LGA,Operating
Coast,Rufiji Dc,102939-6,KINDWITWI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Mbinga Dc,102938-8,KINDIMBA JUU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Mbinga Dc,102937-0,KINDIMBA CHINI,Health Center,Kituo cha Afya,Public,LGA,Operating
Ruvuma,Mbinga Dc,102936-2,KINDIMBA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Moshi Dc,102935-4,KINDI GVT,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Mvomero Dc,102934-7,KINDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kigoma,Buhigwe Dc,102933-9,KINAZI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Magu Dc,102932-1,KINANGO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Manyoni Dc,102931-3,KINANGALI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Simiyu,Maswa Dc,102930-5,KINAMWIGULU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Simiyu,Itilima Dc,102929-7,KINANG&#039;WELI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Iramba Dc,102928-9,KINAMPANDA TTC,Dispensary,Zahanati (Dispensary),Public,Parastatal,Operating
Singida,Iramba Dc,102927-1,KINAMPANDA,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Shinyanga,Kishapu Dc,102926-3,KINAMPANDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Sumbawanga Dc,102925-5,Kinambo,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Shinyanga,Ushetu Dc,102924-8,KINAMAPULA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Igunga Dc,102923-0,KINAMAGI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Shinyanga,Kahama Tc,102922-2,KINAGA,Health Center,Kituo cha Afya,Public,LGA,Operating
Kagera,Muleba Dc,102920-6,KIMWANI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Meru Dc,102918-0,KIMUNDO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kagera,Kyerwa Dc,102917-2,KIMULI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Manyara,Simanjiro Dc,102915-6,KIMOTOROK,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Longido Dc,102914-9,KIMOKOUWA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Arusha Cc,102913-1,KIMNYAKI MAASAI,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Arusha,Arusha Cc,102912-3,KIMNYAKI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kagera,Muleba Dc,102910-7,KIMEYA,Health Center,Kituo cha Afya,Public,LGA,Operating
Njombe,Ludewa Dc,102909-9,KIMELEMBE,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Singida,Ikungi Dc,102908-1,KIMBWI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibiti Dc,102906-5,KIMBUGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Kigamboni Mc,102905-7,KIMBIJI,Health Center,Kituo cha Afya,Public,LGA,Operating
Tanga,Kilindi Dc,102904-0,KIMBE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Ubungo Mc,102900-8,KIMARA,Health Center,Kituo cha Afya,Public,LGA,Operating
Njombe,Makete Dc,102899-2,KIMANI,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Coast,Chalinze Dc,102898-4,KIMANGE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Pangani Dc,102896-8,KIMANG&#039;A,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Iringa,Iringa Dc,102895-0,KIMANDE,Health Center,Kituo cha Afya,Public,LGA,Operating
Lindi,Liwale Dc,102894-3,KIMAMBI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Kilosa Dc,102892-7,Kimamba,Health Center,Kituo cha Afya,Public,LGA,Operating
Coast,Kibaha Dc,102891-9,KIMALAMISALE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Iringa,Kilolo Dc,102890-1,KIMALA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Kilindi Dc,102887-7,KILWA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kisarawe Dc,102886-9,KILUVYA JWTZ,Dispensary,Zahanati (Dispensary),Public,Military,Operating
Coast,Kisarawe Dc,102885-1,KILUVYA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Sikonge Dc,102883-6,KILUMBI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Mkinga Dc,102881-0,KILULU DUGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibiti Dc,102880-2,KILULATAMBWE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Malinyi Dc,102879-4,KILOSA MPEPO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Kilosa Dc,102877-8,KILOSA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Njombe,Ludewa Dc,102876-0,KILONDO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Mwanga Dc,102875-2,KILOMENI ROMAN CATHOLIC,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Kilimanjaro,Mwanga Dc,102874-5,KILOMENI SOFE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Ifakara Tc,102873-7,KILOMBERO,Hospital at District Level,Hospitali ya Wilaya,Private,For Profit,Operating
Manyara,Simanjiro Dc,102872-9,KILOMBERO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Buchosa Dc,102870-3,KILOMBERO,Health Center,Kituo cha Afya,Private,Company/Business Name,Operating
Iringa,Kilolo Dc,102867-9,KILOLO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Tabora Dc,102866-1,KILOLENI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Urambo Dc,102865-3,KILOLENI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Ilemela Mc,102864-6,KILOLELI CHAMWENDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Ilemela Mc,102863-8,KILOLELI JUU,Health Center,Kituo cha Afya,Private,For Profit,Operating
Shinyanga,Kishapu Dc,102861-2,KILOLELI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Simiyu,Busega Dc,102860-4,KILOLELI,Health Center,Kituo cha Afya,Public,LGA,Operating
Tanga,Korogwe Dc,102859-6,KILOLE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Lindi Dc,102858-8,KILOLAMBWANI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Kwimba Dc,102856-2,KILIWI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Meru Dc,102855-4,KILINGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Nyasa Dc,102854-7,KILINDINDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Kilindi Dc,102853-9,ELCT - NED KILINDI LUTHERAN,Hospital at District Level,Hospitali ya Wilaya,Private,Faith Based Organization (FBO),Operating
Tanga,Kilindi Dc,102852-1,KILINDI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Mbinga Dc,102851-3,KILINDI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kagera,Missenyi Dc,102850-5,KILIMILILE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Kaliua Dc,102849-7,KILIMAWE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Singida,Manyoni Dc,102847-1,KILIMATINDE,Hospital at District Level,Hospitali ya Wilaya,Private,Faith Based Organization (FBO),Operating
Ruvuma,Namtumbo Dc,102846-3,KILIMASELA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Nachingwea Dc,102845-5,KILIMARONDO,Health Center,Kituo cha Afya,Public,LGA,Operating
Lindi,Kilwa Dc,102842-2,KILIMANJARO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Mbinga Dc,102841-4,KILIMANI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Sumbawanga Dc,102840-6,KILIMANI,Maternity Home,Kituo cha Uzazi,Private,For Profit,Operating
Coast,Rufiji Dc,102839-8,KILIMANI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Sumbawanga Dc,102833-1,KILIMAHEWA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Kilwa Dc,102832-3,KILIMAHEWA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mtwara,Newala Dc,102831-5,KILIDU II,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mtwara,Newala Dc,102830-7,KILIDU I,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Katavi,Mpimbwe Dc,102829-9,KILIDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Kalambo Dc,102827-3,KILESHA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Mwanga Dc,102826-5,KILEO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Moshi Dc,102825-7,KILEMA POFO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Moshi Dc,102824-0,KILEMA KISAO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Sumbawanga Dc,102823-2,Kilembo,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Moshi Dc,102822-4,KILEMA,Hospital at District Level,Hospitali ya Wilaya,Private,Faith Based Organization (FBO),Operating
Kigoma,Buhigwe Dc,102821-6,KILELEMA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mbeya,Kyela Dc,102820-8,KILASILO,Health Center,Kituo cha Afya,Public,LGA,Operating
Rukwa,Sumbawanga Dc,102819-0,Kilangawana,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Kilosa Dc,102818-2,Kilangali,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Nkasi Dc,102817-4,KILANGALA,Health Center,Kituo cha Afya,Private,Faith Based Organization (FBO),Operating
Lindi,Lindi Dc,102816-6,KILANGALA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Mbinga Dc,102815-8,KILANGA JUU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Mkinga Dc,102814-1,KILANGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Sumbawanga Dc,102813-3,Kilando,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Nkasi Dc,102812-5,Kilambo,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mbeya,Mbarali Dc,102811-7,KILAMBO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Morogoro Dc,102810-9,KILAKALA SECONDARY,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
